ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
SQSTM1,0.5984953237260804,8.988380528571895,2.527476224560236,0.016221381662703743,0.7203100639202944,-3.089126582278212
DDIT3,0.6566135376010998,5.225760168565441,2.524443053202054,0.016339538710836897,0.7203100639202944,-3.0951214087375436
SCAF8,0.5196279214531705,6.297030121017365,2.524339188115212,0.016343598708661845,0.7203100639202944,-3.095326606154017
DNAJB5,0.5156343940146062,8.716919591002172,2.5206598697162788,0.016488018183798532,0.7229098957062341,-3.1025919376608986
TJP1,-0.5330510275265903,7.157548318283759,-2.5175668523744377,0.016610328300584475,0.7245185468017825,-3.1086941345385997
CPOX,-0.5434016785489377,3.9158836459875217,-2.5114969013885897,0.019301110721890172,0.7444807279903752,-3.140118271413002
FPGS,0.6042591044742052,4.997336677730563,2.5015104123706773,0.01725872708495987,0.7405454092093152,-3.140292226551863
ZNF768,-0.604706127220243,4.164732312947702,-2.500751980423853,0.017289919992839315,0.7405454092093152,-3.1417814632856653
DIAPH1,0.5873937936571156,6.970328267192227,2.499832216254024,0.01732781742182042,0.7405454092093152,-3.143587085779285
RPUSD2,-1.2370524596613954,3.823196805987769,-2.6292385826912126,0.017257924962929258,0.7405454092093152,-3.1444702353075793
METTL4,-0.7632374421617616,4.1026664343512484,-2.4859098208304173,0.01902963049120871,0.7444807279903752,-3.1493101668944714
TOB1,0.6127653994152356,8.107253661761188,2.49569172719093,0.0174993628437439,0.7412584482505469,-3.151709970137383
NQO1,0.8838211911384874,5.3379608794119315,2.4968331681211624,0.01760729710450956,0.7412584482505469,-3.1540500677366152
PDE12,-0.81263416394341,5.308498964819149,-2.4941865591539605,0.017562107859037897,0.7412584482505469,-3.15466061836857
FKBP15,-0.689616959733085,5.389693248947791,-2.488241733349125,0.01781194277711408,0.7444807279903752,-3.166302950365782
JUNB,1.7101264236247657,5.819368390168472,2.4753401763119007,0.01852449584622112,0.7444807279903752,-3.176438485832297
HERPUD2,-0.7050922758134925,4.814721170654314,-2.4813637829189257,0.018105045098402352,0.7444807279903752,-3.1797496065698594
NECAP2,-0.8647321555595626,4.647300944120012,-2.471576850705981,0.01923507472259231,0.7444807279903752,-3.182500134877077
DSEL,0.7951494435612485,3.756400094259206,2.484993515818301,0.021659502268716112,0.7605091626467874,-3.1872167525801554
SMIM14,-0.5943698328234168,4.899221266765729,-2.476530715901727,0.018472568698354588,0.7444807279903752,-3.1935987576186906
ARCN1,0.6391132084157114,6.211052499023936,2.4721414079408133,0.018504972278863954,0.7444807279903752,-3.1977406661438286
THUMPD1,0.6640326341639318,5.59732162119145,2.4702070040672766,0.01858987438593588,0.7444807279903752,-3.201508621621569
DNAJC4,-0.49362317806537526,4.398993741163729,-2.468454810648902,0.018667086012382237,0.7444807279903752,-3.204919949298542
MET,0.6257263421250956,6.72350059527441,2.4675706040684884,0.018706160241402137,0.7444807279903752,-3.2066407858342845
INTS7,0.6798629641334655,4.443578434388892,2.4591484224506854,0.01924409576882213,0.7444807279903752,-3.2075092915442123
MDFIC,-0.5779861540291984,5.898102105434463,-2.4643924364532035,0.018847224848590846,0.7444807279903752,-3.212822696275135
TMEM41A,-0.6890200545729068,4.398213073223394,-2.4638932744590583,0.018869468422112724,0.7444807279903752,-3.213793139048858
ZNF621,-0.6580686215774572,4.544926303154798,-2.457549427474017,0.01915425637113234,0.7444807279903752,-3.2261149761300634
RBM41,-0.6212093976729589,5.29946497204269,-2.454824811177913,0.01927776907946135,0.7444807279903752,-3.2314005132918524
EML4,-0.7252490160222607,4.859805931590761,-2.454529213863825,0.019291212725424396,0.7444807279903752,-3.2319737108663067
CCNY,0.6530297107434411,4.879978454394474,2.4536183995850878,0.019332689964843896,0.7444807279903752,-3.233739593179985
CKB,0.572027939512763,3.852632283510279,2.434872756667968,0.021154195471439936,0.7566984784543684,-3.236942904354987
WDPCP,-0.6190978611306939,4.654009443768795,-2.451401730571836,0.0194339740462184,0.7444807279903752,-3.2380354138187415
COX16,-0.6606534975051783,4.411866524331116,-2.4500784016048156,0.019494670002115702,0.7444807279903752,-3.2405987266399405
AOPEP,-0.5629737831562611,6.535918925575088,-2.4477162559239445,0.01960344214978248,0.7444807279903752,-3.2451719242082957
FNIP2,0.7507441775673129,6.289258663204273,2.447371123816933,0.01961938103779883,0.7444807279903752,-3.2458398627365126
SCLT1,0.5503847495444978,4.0262319483205875,2.4537283401983183,0.021592057310935223,0.7605091626467874,-3.253249732659075
SCO1,0.6296002516952313,4.2003750741896795,2.4342667684537767,0.02039975027801348,0.7556401588598379,-3.2549917154092927
ID3,0.7959977837123811,5.1456238948299555,2.4334561795406144,0.02043844148316945,0.7556401588598379,-3.2565331768717813
LSM7,-0.6313770715098537,4.724460329249821,-2.4400479069708063,0.01996037792460526,0.7540389196339718,-3.2599975617265646
ACSL5,0.6269729197357425,4.128397574859002,2.417941408792155,0.021372126725430637,0.7566984784543684,-3.266072630779906
